pair,logic_a,logic_b,run,n_names,tickers,basket_mean_ret,portfolio_total_pnl_usd,portfolio_total_ret,qqq_ret,vs_qqq_ret,beat_qqq,positive
L1_time+L2_price,L1_time,L2_price,90,10,"FTNT,HON,MU,TRI,PDD,KDP,ADSK,EA,CSX,ODFL",0.025967880079114315,1298.3940039557147,0.025967880079114294,0.2481105102115162,-0.22214263013240187,0,1
L1_time+L2_price,L1_time,L2_price,91,10,"ADP,MSTR,PYPL,META,CDW,KHC,PCAR,AEP,MU,SBUX",0.0029956973519118966,149.7848675955952,0.0029956973519119036,0.2481105102115162,-0.2451148128596043,0,1
L1_time+L2_price,L1_time,L2_price,92,10,"PLTR,LRCX,AMD,AEP,ISRG,TEAM,AXON,TRI,SBUX,CDNS",0.029983976318035566,1499.1988159017774,0.02998397631803555,0.2481105102115162,-0.21812653389348063,0,1
L1_time+L2_price,L1_time,L2_price,93,10,"ROP,INTU,NXPI,SHOP,SNPS,DASH,GILD,ROST,WBD,CRWD",0.03635070100704789,1817.5350503523941,0.03635070100704788,0.2481105102115162,-0.2117598092044683,0,1
L1_time+L2_price,L1_time,L2_price,94,10,"ARM,AAPL,TXN,AMD,CPRT,TMUS,GEHC,TTD,EXC,CHTR",-0.025544671316014077,-1277.233565800705,-0.025544671316014102,0.2481105102115162,-0.27365518152753027,0,0
L1_time+L2_price,L1_time,L2_price,95,10,"MELI,GEHC,SNPS,WDAY,AEP,CPRT,CDNS,ABNB,CDW,PEP",-0.05748294717040529,-2874.147358520266,-0.05748294717040532,0.2481105102115162,-0.3055934573819215,0,0
L1_time+L2_price,L1_time,L2_price,96,10,"GFS,MSTR,CTAS,ISRG,AMZN,ROP,AMD,COST,ZS,CCEP",-0.003909064718077759,-195.45323590388762,-0.003909064718077752,0.2481105102115162,-0.252019574929594,0,0
L1_time+L2_price,L1_time,L2_price,97,10,"CDNS,ADP,MAR,DASH,ABNB,ADI,ON,ADBE,DDOG,GOOGL",0.04482465726801058,2241.23286340053,0.0448246572680106,0.2481105102115162,-0.20328585294350562,0,1
L1_time+L2_price,L1_time,L2_price,98,10,"MELI,MNST,DXCM,LRCX,TRI,BKNG,DASH,CPRT,GFS,NVDA",0.0405462066804028,2027.310334020141,0.04054620668040282,0.2481105102115162,-0.2075643035311134,0,1
L1_time+L2_price,L1_time,L2_price,99,10,"NXPI,FANG,MRVL,MDB,AXON,INTC,MSTR,AVGO,CDW,QCOM",0.12183528400833929,6091.764200416963,0.12183528400833926,0.2481105102115162,-0.1262752262031769,0,1
L1_time+L3_pullback,L1_time,L3_pullback,0,10,"KHC,APP,PANW,MU,INTU,COST,GILD,ABNB,CEG,CHTR",0.06269705014299506,3134.8525071497534,0.06269705014299506,0.2481105102115162,-0.18541346006852114,0,1
L1_time+L3_pullback,L1_time,L3_pullback,1,10,"LIN,DASH,ADBE,HON,CSGP,MDB,MSTR,PDD,AMGN,KDP",-0.013891668009295356,-694.5834004647677,-0.013891668009295354,0.2481105102115162,-0.26200217822081157,0,0
L1_time+L3_pullback,L1_time,L3_pullback,2,10,"GOOGL,TSLA,CRWD,ODFL,LRCX,MDB,MAR,XEL,ROST,GE",0.10115839221272194,5057.919610636096,0.10115839221272192,0.2481105102115162,-0.14695211799879426,0,1
L1_time+L3_pullback,L1_time,L3_pullback,3,10,"GILD,AMAT,ISRG,MDB,BKNG,TSLA,CSX,PANW,KDP,SHOP",0.048822415493289154,2441.1207746644586,0.048822415493289174,0.2481105102115162,-0.19928809471822706,0,1
L1_time+L3_pullback,L1_time,L3_pullback,4,10,"SHOP,EXC,HOOD,VRSK,PLTR,SBUX,ADI,MRVL,ARM,GOOG",0.08925023285855956,4462.511642927978,0.08925023285855956,0.2481105102115162,-0.15886027735295666,0,1
L1_time+L3_pullback,L1_time,L3_pullback,5,10,"ADBE,CDW,MSFT,FAST,QCOM,FTNT,EA,TMUS,GOOGL,ROST",0.030396175937747027,1519.8087968873524,0.030396175937747048,0.2481105102115162,-0.21771433427376918,0,1
